id,merchantId,name,description,price,stock,category,commissionRate,status,metadata,createdAt,updatedAt,productType,fixedCommissionRate,allowCommissionAdjustment,minCommissionRate,maxCommissionRate
bfaf58a5-17ee-491d-98d0-491b77ceef12,f9fd7fe9-18eb-4519-806a-7a486be863c9,在线英语一对一课程,专业外教一对一英语课程，个性化教学方案，适合各个年龄段，支持灵活预约时间。,199.00,999999,教育服务,10.00,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1522202176988-66273c2fd55f?w=400"", ""type"": ""thumbnail""}]}}, ""currency"": ""CNY"", ""extensions"": {""level"": [""初级"", ""中级"", ""高级""], ""duration"": ""60分钟/节"", ""language"": ""英语""}, ""aiCompatible"": {""claude"": {""name"": ""paymind_book_service"", ""description"": ""预约服务：在线英语一对一课程。专业外教一对一英语课程，个性化教学方案，适合各个年龄段，支持灵活预约时间。"", ""input_schema"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：bfaf58a5-17ee-491d-98d0-491b77ceef12""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}}, ""gemini"": {""name"": ""paymind_book_service"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：bfaf58a5-17ee-491d-98d0-491b77ceef12""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}, ""description"": ""预约服务：在线英语一对一课程。专业外教一对一英语课程，个性化教学方案，适合各个年龄段，支持灵活预约时间。""}, ""openai"": {""function"": {""name"": ""paymind_book_service"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：bfaf58a5-17ee-491d-98d0-491b77ceef12""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}, ""description"": ""预约服务：在线英语一对一课程。专业外教一对一英语课程，个性化教学方案，适合各个年龄段，支持灵活预约时间。""}}}}",2025-11-30 13:13:17.588537,2025-11-30 13:13:17.615871,service,,f,,
08bc7c27-a6ec-4139-b182-81f863d5052f,f9fd7fe9-18eb-4519-806a-7a486be863c9,专业网站设计服务,为企业提供专业的网站设计和开发服务，包括响应式设计、SEO优化、后台管理系统。,5000.00,999999,设计服务,12.00,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1467232004584-a241de8bcf5d?w=400"", ""type"": ""thumbnail""}]}}, ""currency"": ""CNY"", ""extensions"": {""delivery"": ""14-21个工作日"", ""includes"": [""设计"", ""开发"", ""部署"", ""维护""]}, ""aiCompatible"": {""claude"": {""name"": ""paymind_book_service"", ""description"": ""预约服务：专业网站设计服务。为企业提供专业的网站设计和开发服务，包括响应式设计、SEO优化、后台管理系统。"", ""input_schema"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：08bc7c27-a6ec-4139-b182-81f863d5052f""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}}, ""gemini"": {""name"": ""paymind_book_service"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：08bc7c27-a6ec-4139-b182-81f863d5052f""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}, ""description"": ""预约服务：专业网站设计服务。为企业提供专业的网站设计和开发服务，包括响应式设计、SEO优化、后台管理系统。""}, ""openai"": {""function"": {""name"": ""paymind_book_service"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：08bc7c27-a6ec-4139-b182-81f863d5052f""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}, ""description"": ""预约服务：专业网站设计服务。为企业提供专业的网站设计和开发服务，包括响应式设计、SEO优化、后台管理系统。""}}}}",2025-11-30 13:13:18.134001,2025-11-30 13:13:18.162542,service,,f,,
a3e6953f-924a-44c3-9ad0-de8fc8523ccf,86ed4906-88eb-4a54-b8f2-15fce6ca65d1,咨询服务,AI 咨询,0.10,99,服务,,active,"{""core"": {""media"": {""images"": []}}, ""currency"": ""USDT"", ""extensions"": {""commissionRate"": 3}, ""aiCompatible"": {""claude"": {""name"": ""paymind_purchase_physical"", ""description"": ""购买商品：咨询服务。AI 咨询 价格：0.10 USDT"", ""input_schema"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：a3e6953f-924a-44c3-9ad0-de8fc8523ccf""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}}, ""gemini"": {""name"": ""paymind_purchase_physical"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：a3e6953f-924a-44c3-9ad0-de8fc8523ccf""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}, ""description"": ""购买商品：咨询服务。AI 咨询 价格：0.10 USDT""}, ""openai"": {""function"": {""name"": ""paymind_purchase_physical"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：a3e6953f-924a-44c3-9ad0-de8fc8523ccf""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}, ""description"": ""购买商品：咨询服务。AI 咨询 价格：0.10 USDT""}}}, ""typeSpecific"": {}}",2025-11-30 16:06:09.275808,2025-11-30 16:06:09.38681,physical,,f,,
4239e232-46b5-4c9a-969d-ef72fcc9b102,f9fd7fe9-18eb-4519-806a-7a486be863c9,New Balance 574 休闲鞋,经典复古休闲鞋，舒适百搭，适合日常穿着。,599.00,60,休闲鞋,0.07,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""casual_shoes"", ""brand"": ""New Balance"", ""model"": ""574"", ""sizes"": [""38"", ""39"", ""40"", ""41"", ""42"", ""43""], ""colors"": [""灰色"", ""蓝色"", ""白色""], ""currency"": ""CNY""}",2025-12-01 04:15:17.735735,2025-12-01 04:15:17.735735,physical,,f,,
399c619a-3dff-4f90-bbad-6b9ba04b7552,f9fd7fe9-18eb-4519-806a-7a486be863c9,Puma RS-X 复古运动鞋,复古风格运动鞋，厚底设计，时尚潮流。,699.00,45,运动鞋,0.07,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""sneakers"", ""brand"": ""Puma"", ""model"": ""RS-X"", ""sizes"": [""39"", ""40"", ""41"", ""42"", ""43"", ""44""], ""colors"": [""黑色"", ""白色"", ""红色""], ""currency"": ""CNY""}",2025-12-01 04:15:17.775239,2025-12-01 04:15:17.775239,physical,,f,,
c25839ca-1b71-45f3-a243-0a4b1c7aa3a3,86ed4906-88eb-4a54-b8f2-15fce6ca65d1,AI 咨询,AI 咨询服务,1.00,99,服务,,active,"{""core"": {""media"": {""images"": []}}, ""currency"": ""CNY"", ""extensions"": {""commissionRate"": 3}, ""aiCompatible"": {""claude"": {""name"": ""paymind_purchase_physical"", ""description"": ""购买商品：AI 咨询。AI 咨询服务 价格：1.00 CNY"", ""input_schema"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：c25839ca-1b71-45f3-a243-0a4b1c7aa3a3""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}}, ""gemini"": {""name"": ""paymind_purchase_physical"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：c25839ca-1b71-45f3-a243-0a4b1c7aa3a3""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}, ""description"": ""购买商品：AI 咨询。AI 咨询服务 价格：1.00 CNY""}, ""openai"": {""function"": {""name"": ""paymind_purchase_physical"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：c25839ca-1b71-45f3-a243-0a4b1c7aa3a3""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}, ""description"": ""购买商品：AI 咨询。AI 咨询服务 价格：1.00 CNY""}}}, ""typeSpecific"": {}}",2025-11-30 17:36:07.584776,2025-11-30 17:36:07.684717,physical,,f,,
155f1875-7fc8-4a32-876d-af67f3510357,86ed4906-88eb-4a54-b8f2-15fce6ca65d1,AI 咨询,math,0.01,99,服务,,active,"{""core"": {""media"": {""images"": []}}, ""currency"": ""USDT"", ""extensions"": {""commissionRate"": 3}, ""aiCompatible"": {""claude"": {""name"": ""paymind_purchase_physical"", ""description"": ""购买商品：AI 咨询。math 价格：0.01 USDT"", ""input_schema"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：155f1875-7fc8-4a32-876d-af67f3510357""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}}, ""gemini"": {""name"": ""paymind_purchase_physical"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：155f1875-7fc8-4a32-876d-af67f3510357""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}, ""description"": ""购买商品：AI 咨询。math 价格：0.01 USDT""}, ""openai"": {""function"": {""name"": ""paymind_purchase_physical"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：155f1875-7fc8-4a32-876d-af67f3510357""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}, ""description"": ""购买商品：AI 咨询。math 价格：0.01 USDT""}}}, ""typeSpecific"": {}}",2025-11-30 17:37:07.262681,2025-11-30 17:37:07.285972,physical,,f,,
62bde7e0-7678-4418-a790-072776e89153,86ed4906-88eb-4a54-b8f2-15fce6ca65d1,AI 咨询服务,mcp,0.05,999999,服务,,active,"{""core"": {""media"": {""images"": []}}, ""currency"": ""USD"", ""extensions"": {""commissionRate"": 5}, ""aiCompatible"": {""claude"": {""name"": ""paymind_book_service"", ""description"": ""预约服务：AI 咨询服务。mcp"", ""input_schema"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：62bde7e0-7678-4418-a790-072776e89153""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}}, ""gemini"": {""name"": ""paymind_book_service"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：62bde7e0-7678-4418-a790-072776e89153""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}, ""description"": ""预约服务：AI 咨询服务。mcp""}, ""openai"": {""function"": {""name"": ""paymind_book_service"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""appointment_time"", ""contact_info""], ""properties"": {""product_id"": {""type"": ""string"", ""description"": ""商品ID：62bde7e0-7678-4418-a790-072776e89153""}, ""contact_info"": {""type"": ""string"", ""description"": ""联系方式""}, ""appointment_time"": {""type"": ""string"", ""description"": ""预约时间（ISO 8601格式）""}}}, ""description"": ""预约服务：AI 咨询服务。mcp""}}}, ""typeSpecific"": {}}",2025-11-30 17:38:03.038971,2025-11-30 17:38:03.069657,service,,f,,
95229321-4269-4570-8363-9199701b04e1,86ed4906-88eb-4a54-b8f2-15fce6ca65d1,Apark,家庭桌面算力/数据中心,0.10,99,实物,,active,"{""core"": {""media"": {""images"": []}}, ""currency"": ""USDT"", ""extensions"": {""commissionRate"": 3}, ""aiCompatible"": {""claude"": {""name"": ""paymind_purchase_physical"", ""description"": ""购买商品：Apark。家庭桌面算力/数据中心 价格：0.10 USDT"", ""input_schema"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：95229321-4269-4570-8363-9199701b04e1""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}}, ""gemini"": {""name"": ""paymind_purchase_physical"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：95229321-4269-4570-8363-9199701b04e1""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}, ""description"": ""购买商品：Apark。家庭桌面算力/数据中心 价格：0.10 USDT""}, ""openai"": {""function"": {""name"": ""paymind_purchase_physical"", ""parameters"": {""type"": ""object"", ""required"": [""product_id"", ""shipping_address""], ""properties"": {""quantity"": {""type"": ""number"", ""minimum"": 1, ""description"": ""购买数量""}, ""product_id"": {""type"": ""string"", ""description"": ""商品ID：95229321-4269-4570-8363-9199701b04e1""}, ""shipping_address"": {""type"": ""string"", ""description"": ""收货地址（实物商品需要）""}}}, ""description"": ""购买商品：Apark。家庭桌面算力/数据中心 价格：0.10 USDT""}}}, ""typeSpecific"": {}}",2025-11-30 17:39:08.9218,2025-11-30 17:39:08.946685,physical,,f,,
d4b51fd3-a7d2-486a-b64f-c68b9be0b97c,f9fd7fe9-18eb-4519-806a-7a486be863c9,Nike Air Max 270 跑步鞋,经典气垫跑步鞋，舒适缓震，适合日常跑步和健身。多种颜色可选。,899.00,50,运动鞋,0.08,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""running_shoes"", ""brand"": ""Nike"", ""model"": ""Air Max 270"", ""sizes"": [""40"", ""41"", ""42"", ""43"", ""44"", ""45""], ""colors"": [""黑色"", ""白色"", ""蓝色""], ""currency"": ""CNY""}",2025-12-01 04:15:17.608846,2025-12-01 04:15:17.608846,physical,,f,,
f447100f-1924-425b-852c-d8e53eb5150d,f9fd7fe9-18eb-4519-806a-7a486be863c9,Adidas Ultraboost 22 运动鞋,Boost 缓震科技，Primeknit 鞋面，提供卓越的舒适性和支撑性。,1299.00,35,运动鞋,0.08,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""running_shoes"", ""brand"": ""Adidas"", ""model"": ""Ultraboost 22"", ""sizes"": [""39"", ""40"", ""41"", ""42"", ""43"", ""44""], ""colors"": [""黑色"", ""白色""], ""currency"": ""CNY""}",2025-12-01 04:15:17.69189,2025-12-01 04:15:17.69189,physical,,f,,
bfdf2246-b0d2-4ccd-b0dc-8222388490d9,f9fd7fe9-18eb-4519-806a-7a486be863c9,Beats Studio Buds 真无线耳机,主动降噪，通透模式，IPX4 防水，最长 24 小时续航。,1099.00,70,耳机,0.09,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1590658268037-6bf12165a8df?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""wireless_earbuds"", ""brand"": ""Beats"", ""model"": ""Studio Buds"", ""currency"": ""CNY"", ""features"": [""主动降噪"", ""通透模式"", ""IPX4防水"", ""24小时续航""]}",2025-12-01 04:15:18.199461,2025-12-01 04:15:18.199461,physical,,f,,
f6f8419d-cefa-4e7a-836e-20d23a519ebf,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 Pro Max 256GB,苹果最新旗舰手机，A17 Pro 芯片，6.7 英寸 Super Retina XDR 显示屏，钛金属设计，支持 5G。,9999.00,30,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15 Pro Max"", ""colors"": [""深空黑色"", ""白色"", ""原色钛金属"", ""蓝色钛金属""], ""storage"": ""256GB"", ""currency"": ""CNY""}",2025-12-01 04:15:18.26478,2025-12-01 04:15:18.26478,physical,,f,,
5b40ef8c-d870-44f7-bd39-c87377bdaf0d,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 Pro Max 512GB,苹果最新旗舰手机，A17 Pro 芯片，6.7 英寸 Super Retina XDR 显示屏，钛金属设计，支持 5G。,11999.00,25,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15 Pro Max"", ""colors"": [""深空黑色"", ""白色"", ""原色钛金属"", ""蓝色钛金属""], ""storage"": ""512GB"", ""currency"": ""CNY""}",2025-12-01 04:15:18.323261,2025-12-01 04:15:18.323261,physical,,f,,
0acce0d6-5951-465a-986f-fb705102651c,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 Pro Max 1TB,苹果最新旗舰手机，A17 Pro 芯片，6.7 英寸 Super Retina XDR 显示屏，钛金属设计，支持 5G。,13999.00,20,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15 Pro Max"", ""colors"": [""深空黑色"", ""白色"", ""原色钛金属"", ""蓝色钛金属""], ""storage"": ""1TB"", ""currency"": ""CNY""}",2025-12-01 04:15:18.387428,2025-12-01 04:15:18.387428,physical,,f,,
ddb3cbda-e750-4124-bc7d-3be58986a238,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 Pro Max 256GB (官方翻新),苹果官方翻新 iPhone 15 Pro Max，经过严格检测，享受官方保修。,8499.00,15,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15 Pro Max"", ""colors"": [""深空黑色"", ""白色""], ""storage"": ""256GB"", ""currency"": ""CNY"", ""condition"": ""refurbished""}",2025-12-01 04:15:18.479944,2025-12-01 04:15:18.479944,physical,,f,,
51c39760-a57e-4aa7-b435-b8b64931de74,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 Pro Max 512GB (官方翻新),苹果官方翻新 iPhone 15 Pro Max，经过严格检测，享受官方保修。,10499.00,12,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15 Pro Max"", ""colors"": [""深空黑色"", ""白色""], ""storage"": ""512GB"", ""currency"": ""CNY"", ""condition"": ""refurbished""}",2025-12-01 04:15:18.605924,2025-12-01 04:15:18.605924,physical,,f,,
e7d4dcd5-abcc-4a86-ad74-e1c337962fd6,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 128GB,苹果 iPhone 15，A16 仿生芯片，6.1 英寸 Super Retina XDR 显示屏，支持 5G。,5999.00,50,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15"", ""colors"": [""粉色"", ""黄色"", ""绿色"", ""蓝色"", ""黑色""], ""storage"": ""128GB"", ""currency"": ""CNY""}",2025-12-01 04:15:18.669461,2025-12-01 04:15:18.669461,physical,,f,,
db5106eb-3613-4f19-9c97-66f845e43e37,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 256GB,苹果 iPhone 15，A16 仿生芯片，6.1 英寸 Super Retina XDR 显示屏，支持 5G。,6999.00,45,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15"", ""colors"": [""粉色"", ""黄色"", ""绿色"", ""蓝色"", ""黑色""], ""storage"": ""256GB"", ""currency"": ""CNY""}",2025-12-01 04:15:18.749531,2025-12-01 04:15:18.749531,physical,,f,,
57f8c838-9827-49d7-900d-c3a53ae7d5df,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 512GB,苹果 iPhone 15，A16 仿生芯片，6.1 英寸 Super Retina XDR 显示屏，支持 5G。,8999.00,30,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15"", ""colors"": [""粉色"", ""黄色"", ""绿色"", ""蓝色"", ""黑色""], ""storage"": ""512GB"", ""currency"": ""CNY""}",2025-12-01 04:15:18.798063,2025-12-01 04:15:18.798063,physical,,f,,
35cd11b7-afde-426e-bae8-49bde9b08f20,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 128GB (官方翻新),苹果官方翻新 iPhone 15，经过严格检测，享受官方保修。,5199.00,25,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15"", ""colors"": [""粉色"", ""蓝色"", ""黑色""], ""storage"": ""128GB"", ""currency"": ""CNY"", ""condition"": ""refurbished""}",2025-12-01 04:15:18.847753,2025-12-01 04:15:18.847753,physical,,f,,
4c2fae0a-a712-437a-9c5d-3dbed40c81a4,f9fd7fe9-18eb-4519-806a-7a486be863c9,iPhone 15 256GB (官方翻新),苹果官方翻新 iPhone 15，经过严格检测，享受官方保修。,6199.00,20,手机,0.05,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1592750475338-74b7b21085ab?w=400"", ""type"": ""thumbnail""}]}}, ""brand"": ""Apple"", ""model"": ""iPhone 15"", ""colors"": [""粉色"", ""蓝色"", ""黑色""], ""storage"": ""256GB"", ""currency"": ""CNY"", ""condition"": ""refurbished""}",2025-12-01 04:15:18.902091,2025-12-01 04:15:18.902091,physical,,f,,
16137c76-3ff1-4102-a4ee-f5073877c22c,f9fd7fe9-18eb-4519-806a-7a486be863c9,TP-Link AX6000 WiFi 6 路由器,双频 WiFi 6，8 流并发，支持 MU-MIMO，覆盖范围广，适合大户型。,899.00,40,路由器,0.08,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1609081219090-a6d81d3085bf?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""wifi6_router"", ""brand"": ""TP-Link"", ""model"": ""AX6000"", ""currency"": ""CNY"", ""features"": [""WiFi 6"", ""8流并发"", ""MU-MIMO"", ""大覆盖""]}",2025-12-01 04:15:18.953335,2025-12-01 04:15:18.953335,physical,,f,,
79e013a2-278e-4405-8698-cdfd406b1722,f9fd7fe9-18eb-4519-806a-7a486be863c9,小米 AX9000 WiFi 6E 三频路由器,WiFi 6E 三频，12 流并发，支持 Mesh 组网，游戏加速。,1299.00,30,路由器,0.08,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1609081219090-a6d81d3085bf?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""wifi6e_router"", ""brand"": ""小米"", ""model"": ""AX9000"", ""currency"": ""CNY"", ""features"": [""WiFi 6E"", ""三频"", ""12流并发"", ""Mesh组网"", ""游戏加速""]}",2025-12-01 04:15:18.99125,2025-12-01 04:15:18.99125,physical,,f,,
18352128-289b-4056-ab9d-a7f0d448fd4a,f9fd7fe9-18eb-4519-806a-7a486be863c9,华为 AX3 Pro WiFi 6+ 路由器,WiFi 6+ 技术，4 核 CPU，支持 Mesh 组网，智能家居优化。,399.00,60,路由器,0.07,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1609081219090-a6d81d3085bf?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""wifi6_router"", ""brand"": ""华为"", ""model"": ""AX3 Pro"", ""currency"": ""CNY"", ""features"": [""WiFi 6+"", ""4核CPU"", ""Mesh组网"", ""智能家居优化""]}",2025-12-01 04:15:19.040473,2025-12-01 04:15:19.040473,physical,,f,,
0cbf86fb-5e4e-4812-86f4-060367b8f543,f9fd7fe9-18eb-4519-806a-7a486be863c9,华硕 RT-AX86U WiFi 6 游戏路由器,WiFi 6，游戏加速，AiMesh 2.0，支持 VPN，适合游戏玩家。,1499.00,25,路由器,0.09,active,"{""core"": {""media"": {""images"": [{""url"": ""https://images.unsplash.com/photo-1609081219090-a6d81d3085bf?w=400"", ""type"": ""thumbnail""}]}}, ""type"": ""gaming_router"", ""brand"": ""华硕"", ""model"": ""RT-AX86U"", ""currency"": ""CNY"", ""features"": [""WiFi 6"", ""游戏加速"", ""AiMesh 2.0"", ""VPN支持""]}",2025-12-01 04:15:19.097358,2025-12-01 04:15:19.097358,physical,,f,,
